-2870674.319	4623084.502	3315622.056	
-2870674.280	4623085.053	3315622.386	
-2870674.207	4623083.794	3315621.929	
-2870674.147	4623084.198	3315621.912	
-2870673.955	4623084.606	3315622.001	
-2870674.026	4623083.984	3315621.973	
-2870673.733	4623083.587	3315621.832	
-2870674.000	4623084.452	3315622.026	
-2870674.001	4623084.282	3315621.933	
-2870674.006	4623084.301	3315621.934	
-2870674.004	4623084.288	3315621.934	
-2870674.001	4623084.277	3315621.932	
-2870674.011	4623084.310	3315621.942	
-2870674.004	4623084.278	3315621.929	
-2870674.007	4623084.292	3315621.933	
-2870673.999	4623084.253	3315621.921	
-2870673.995	4623084.261	3315621.923	
-2870674.006	4623084.264	3315621.924	
-2870674.012	4623084.288	3315621.936	
-2870674.006	4623084.273	3315621.928	
-2870674.011	4623084.310	3315621.938	
-2870674.000	4623084.268	3315621.928	
-2870674.010	4623084.289	3315621.938	
-2870674.007	4623084.285	3315621.934	
-2870674.010	4623084.278	3315621.935	
-2870674.006	4623084.277	3315621.934	
-2870674.009	4623084.284	3315621.927	
-2870674.013	4623084.299	3315621.936	
-2870674.005	4623084.279	3315621.930	
-2870674.001	4623084.266	3315621.924	
-2870674.006	4623084.287	3315621.931	
-2870674.006	4623084.273	3315621.934	
-2870674.005	4623084.277	3315621.929	
-2870674.006	4623084.284	3315621.935	
-2870674.005	4623084.284	3315621.931	
-2870674.010	4623084.282	3315621.935	
-2870674.005	4623084.264	3315621.922	
-2870674.013	4623084.290	3315621.939	
-2870674.010	4623084.289	3315621.938	
-2870674.010	4623084.284	3315621.934	
-2870674.010	4623084.299	3315621.937	
-2870674.004	4623084.267	3315621.927	
-2870674.006	4623084.271	3315621.932	
-2870674.009	4623084.281	3315621.932	
-2870674.009	4623084.282	3315621.930	
-2870674.009	4623084.296	3315621.935	
-2870674.001	4623084.266	3315621.923	
-2870673.999	4623084.259	3315621.921	
-2870674.007	4623084.288	3315621.933	
-2870674.011	4623084.288	3315621.935	
-2870674.012	4623084.294	3315621.938	
-2870674.001	4623084.269	3315621.926	
-2870674.008	4623084.290	3315621.933	
-2870674.000	4623084.266	3315621.925	
-2870674.010	4623084.303	3315621.938	
-2870674.006	4623084.287	3315621.930	
-2870674.003	4623084.282	3315621.929	
-2870674.002	4623084.275	3315621.927	
-2870674.004	4623084.276	3315621.932	
-2870674.003	4623084.267	3315621.921	
-2870674.007	4623084.291	3315621.934	
-2870674.009	4623084.289	3315621.935	
-2870674.003	4623084.279	3315621.927	
-2870674.006	4623084.292	3315621.933	
-2870674.011	4623084.283	3315621.935	
-2870674.009	4623084.280	3315621.935	
-2870674.007	4623084.275	3315621.933	
-2870674.010	4623084.281	3315621.935	
-2870674.015	4623084.294	3315621.942	
-2870674.005	4623084.278	3315621.930	
-2870674.004	4623084.288	3315621.935	
-2870674.011	4623084.291	3315621.941	
-2870674.004	4623084.279	3315621.934	
-2870674.002	4623084.282	3315621.933	
-2870674.004	4623084.272	3315621.928	
-2870674.002	4623084.279	3315621.934	
-2870674.004	4623084.283	3315621.933	
-2870674.003	4623084.288	3315621.935	
-2870674.003	4623084.275	3315621.930	
-2870674.004	4623084.279	3315621.933	
-2870674.004	4623084.270	3315621.928	
-2870674.000	4623084.278	3315621.931	
-2870674.010	4623084.286	3315621.934	
-2870674.011	4623084.297	3315621.941	
-2870674.008	4623084.283	3315621.938	
-2870674.005	4623084.276	3315621.934	
-2870674.012	4623084.299	3315621.940	
-2870674.010	4623084.296	3315621.940	
-2870674.005	4623084.277	3315621.933	
-2870674.018	4623084.314	3315621.944	
-2870674.003	4623084.291	3315621.939	
-2870674.010	4623084.282	3315621.932	
-2870674.006	4623084.278	3315621.934	
-2870674.011	4623084.298	3315621.937	
-2870674.012	4623084.284	3315621.936	
-2870674.013	4623084.305	3315621.940	
-2870674.005	4623084.286	3315621.939	
-2870674.010	4623084.284	3315621.936	
-2870674.007	4623084.284	3315621.940	
-2870674.013	4623084.298	3315621.937	
-2870674.012	4623084.290	3315621.938	
-2870674.019	4623084.309	3315621.945	
-2870674.010	4623084.295	3315621.933	
-2870674.010	4623084.292	3315621.940	
-2870674.010	4623084.279	3315621.934	
-2870674.014	4623084.290	3315621.935	
-2870674.009	4623084.289	3315621.936	
-2870674.010	4623084.291	3315621.937	
-2870674.008	4623084.286	3315621.936	
-2870674.008	4623084.294	3315621.939	
-2870674.006	4623084.298	3315621.938	
-2870674.012	4623084.282	3315621.930	
-2870674.007	4623084.279	3315621.928	
-2870674.007	4623084.281	3315621.933	
-2870674.004	4623084.273	3315621.931	
-2870674.008	4623084.290	3315621.930	
-2870674.001	4623084.273	3315621.931	
-2870674.011	4623084.294	3315621.936	
-2870674.009	4623084.291	3315621.932	
-2870674.006	4623084.286	3315621.935	
-2870674.009	4623084.277	3315621.934	
-2870674.012	4623084.298	3315621.942	
-2870674.004	4623084.283	3315621.933	
-2870674.011	4623084.289	3315621.935	
-2870674.007	4623084.296	3315621.939	
-2870674.014	4623084.289	3315621.938	
-2870674.002	4623084.284	3315621.932	
-2870674.013	4623084.296	3315621.941	
-2870674.008	4623084.287	3315621.937	
-2870674.004	4623084.281	3315621.930	
-2870674.010	4623084.295	3315621.941	
-2870674.011	4623084.285	3315621.940	
-2870674.017	4623084.289	3315621.938	
-2870674.009	4623084.283	3315621.936	
-2870674.012	4623084.295	3315621.940	
-2870674.011	4623084.290	3315621.933	
-2870674.014	4623084.294	3315621.938	
-2870674.009	4623084.293	3315621.936	
-2870674.006	4623084.288	3315621.935	
-2870674.005	4623084.285	3315621.936	
-2870674.007	4623084.288	3315621.935	
-2870674.002	4623084.275	3315621.931	
-2870674.013	4623084.309	3315621.943	
-2870674.004	4623084.282	3315621.932	
-2870674.010	4623084.297	3315621.939	
-2870674.009	4623084.298	3315621.942	
-2870674.012	4623084.290	3315621.937	
-2870674.010	4623084.293	3315621.938	
-2870674.015	4623084.298	3315621.939	
-2870674.013	4623084.296	3315621.939	
-2870674.005	4623084.284	3315621.936	
-2870674.010	4623084.292	3315621.937	
-2870674.004	4623084.294	3315621.936	
-2870674.008	4623084.289	3315621.934	
-2870674.007	4623084.287	3315621.934	
-2870674.011	4623084.287	3315621.934	
-2870674.004	4623084.277	3315621.934	
-2870674.005	4623084.288	3315621.934	
-2870674.013	4623084.298	3315621.941	
-2870674.014	4623084.297	3315621.941	
-2870674.009	4623084.288	3315621.937	
-2870673.998	4623084.260	3315621.926	
-2870674.002	4623084.272	3315621.932	
-2870673.998	4623084.274	3315621.934	
-2870673.998	4623084.276	3315621.934	
-2870674.010	4623084.288	3315621.936	
-2870674.006	4623084.282	3315621.936	
-2870674.003	4623084.269	3315621.933	
-2870674.008	4623084.292	3315621.939	
-2870674.008	4623084.296	3315621.932	
-2870673.999	4623084.279	3315621.936	
-2870674.004	4623084.275	3315621.926	
-2870674.010	4623084.288	3315621.935	
-2870674.013	4623084.289	3315621.940	
-2870674.006	4623084.277	3315621.938	
-2870674.014	4623084.295	3315621.942	
-2870673.999	4623084.260	3315621.927	
-2870674.000	4623084.271	3315621.929	
-2870674.003	4623084.279	3315621.935	
-2870674.002	4623084.288	3315621.938	
-2870674.008	4623084.295	3315621.947	
-2870674.011	4623084.306	3315621.944	
-2870674.006	4623084.279	3315621.936	
-2870674.015	4623084.300	3315621.943	
-2870674.008	4623084.289	3315621.938	
-2870674.003	4623084.284	3315621.937	
-2870674.001	4623084.269	3315621.934	
-2870674.005	4623084.283	3315621.940	
-2870674.001	4623084.274	3315621.932	
-2870674.001	4623084.273	3315621.932	
-2870674.002	4623084.277	3315621.930	
-2870674.006	4623084.277	3315621.939	
-2870673.992	4623084.256	3315621.929	
-2870674.006	4623084.281	3315621.938	
-2870674.008	4623084.292	3315621.935	
-2870673.998	4623084.278	3315621.927	
-2870674.003	4623084.272	3315621.932	
-2870674.005	4623084.274	3315621.935	
-2870674.002	4623084.279	3315621.934	
-2870674.003	4623084.284	3315621.934	
-2870674.004	4623084.289	3315621.942	
-2870673.998	4623084.253	3315621.926	
-2870674.003	4623084.281	3315621.935	
-2870673.995	4623084.259	3315621.924	
-2870674.012	4623084.287	3315621.940	
-2870674.003	4623084.283	3315621.935	
-2870674.011	4623084.293	3315621.939	
-2870674.001	4623084.276	3315621.929	
-2870674.003	4623084.281	3315621.932	
-2870674.002	4623084.282	3315621.939	
-2870674.005	4623084.295	3315621.938	
-2870674.003	4623084.278	3315621.936	
-2870674.004	4623084.276	3315621.937	
-2870674.009	4623084.280	3315621.937	
-2870674.008	4623084.286	3315621.933	
-2870674.005	4623084.273	3315621.935	
-2870674.002	4623084.283	3315621.935	
-2870674.007	4623084.302	3315621.947	
-2870673.999	4623084.269	3315621.933	
-2870674.007	4623084.290	3315621.941	
-2870673.995	4623084.265	3315621.926	
-2870674.007	4623084.285	3315621.934	
-2870674.009	4623084.287	3315621.937	
-2870673.996	4623084.269	3315621.934	
-2870673.999	4623084.279	3315621.931	
-2870673.998	4623084.273	3315621.934	
-2870673.994	4623084.268	3315621.930	
-2870673.999	4623084.268	3315621.935	
-2870673.993	4623084.260	3315621.923	
-2870674.000	4623084.274	3315621.935	
-2870674.002	4623084.281	3315621.928	
-2870674.001	4623084.277	3315621.930	
-2870673.998	4623084.271	3315621.929	
-2870674.001	4623084.274	3315621.932	
-2870673.998	4623084.270	3315621.930	
-2870673.999	4623084.274	3315621.932	
-2870673.998	4623084.264	3315621.927	
-2870674.005	4623084.290	3315621.941	
-2870674.001	4623084.278	3315621.935	
-2870673.996	4623084.283	3315621.935	
-2870673.989	4623084.262	3315621.931	
-2870673.993	4623084.271	3315621.928	
-2870673.991	4623084.257	3315621.926	
-2870674.002	4623084.279	3315621.929	
-2870674.002	4623084.287	3315621.935	
-2870674.001	4623084.281	3315621.931	
-2870673.994	4623084.268	3315621.926	
-2870673.996	4623084.279	3315621.934	
-2870673.994	4623084.276	3315621.930	
-2870674.002	4623084.278	3315621.934	
-2870673.997	4623084.272	3315621.928	
-2870674.004	4623084.276	3315621.936	
-2870673.995	4623084.267	3315621.930	
-2870673.997	4623084.268	3315621.929	
-2870673.996	4623084.271	3315621.931	
-2870674.002	4623084.277	3315621.929	
-2870674.002	4623084.281	3315621.940	
-2870674.002	4623084.263	3315621.934	
-2870673.996	4623084.283	3315621.931	
-2870673.997	4623084.268	3315621.928	
-2870673.994	4623084.274	3315621.932	
-2870674.000	4623084.276	3315621.934	
-2870673.996	4623084.269	3315621.934	
-2870673.998	4623084.274	3315621.928	
-2870674.005	4623084.291	3315621.939	
-2870673.998	4623084.269	3315621.930	
-2870674.000	4623084.273	3315621.929	
-2870673.991	4623084.271	3315621.928	
-2870674.000	4623084.283	3315621.934	
-2870674.003	4623084.285	3315621.933	
-2870673.998	4623084.276	3315621.930	
-2870674.004	4623084.278	3315621.931	
-2870673.995	4623084.275	3315621.932	
-2870673.995	4623084.267	3315621.929	
-2870674.007	4623084.283	3315621.936	
-2870674.000	4623084.282	3315621.935	
-2870674.003	4623084.275	3315621.930	
-2870674.001	4623084.277	3315621.935	
